Organization Name,Organization Name URL,Categories,Full Description
Axiata,https://www.crunchbase.com/organization/axiata,"Information Technology, Mobile, Telecommunications","Axiata is one of the largest Asian telecommunications companies. Axiata has controlling interests in mobile operators in Malaysia, Indonesia, Sri Lanka, Bangladesh and Cambodia with significant strategic stakes in India and Singapore. In addition, the Malaysian-grown holding company has a stake in mobile telecommunication operations in Thailand."
Arrowhead Pharmaceuticals,https://www.crunchbase.com/organization/arrowhead-research,"Biotechnology, Electronics, Energy Storage, Nanotechnology","Arrowhead Research Corporation, through its subsidiaries, identifies advances in nanotechnology and matches them with product development opportunities in high-growth markets, focusing on the electronics and biotech industries. It focuses on developing, commercializing, and licensing a range of nanotechnology products and applications, including anti-cancer drugs, RNAi therapeutics, regenerative therapeutics, advanced drug delivery technology, energy storage technology, carbon-based electronics, and fullerene anti-oxidants. The company has developed Cyclosert, a proprietary drug delivery platform technology based on a nano-engineered class of linear cyclodextrin-containing polymers. Its lead anti-cancer drug candidate IT-101 is a combination of Cyclosert and the potent anti-cancer drug, camptothecin, is under Phase I clinical trials. Arrowhead Research also focuses on the design, development, and commercialization of novel RNA interference (RNAi) therapeutics to treat diseases and other medical conditions by combining RNAi therapeutics with patented and proprietary delivery technologies. Its CALAA-01 product is a formulation of proprietary delivery technology with a siRNA duplex targeting the M2 subunit of ribonucleotide reductase. In addition, the company engages in the manufacture and application of carbon nanotubes-based products for the electronics industry. The company, formerly known as InterActive Group, Inc., was founded in 2003 and is headquartered in Pasadena, California."
Atlas Obscura,https://www.crunchbase.com/organization/atlas-obscura,"Leisure, Tourism, Travel","Atlas Obscura is a blog that serves as a travel guide with articles, travel tips, strange facts, and event details about the world’s hidden wonders. It features facts on topics such as miniature cities, glass flowers, books bound in human skin, gigantic flaming holes in the ground, bone churches, balancing pagodas, homes built entirely out of paper, and more. Atlas Obscura was launched in 2009 by Joshua Foer and Dylan Thuras."
AMCS Group,https://www.crunchbase.com/organization/advanced-manufacturing-control-systems,"Analytics, Business Intelligence, Enterprise Resource Planning (ERP), Environmental Engineering, Recycling, RFID, Software","AMCS Group are an Irish company that are involved in the provision of RFID (Radio Frequency Identification) solutions. James Martin and Austin Ryan established advanced Manufacturing Control Systems (AMCS) Ltd in 2002. It is an Irish company with headquarters in the Innovation Works in Castletroy, Limerick. AMCS has an experienced team of engineers and technicians who combine technically advanced solutions with first class customer support, AMCS Group is the world's provider of integrated, end-to-end software and solutions for the waste, recycling, logistics and resource management industry.From cutting edge Weighing & RFID technology to a full suite of ERP software with ELEMOS, AMCS solutions can cover all aspects of your operation from bin, vehicle & skip management, mobile computing & weighbridge control to invoicing, customer reporting & analysis.The company’s solutions are used by the worlds leading municipalities, private recycling and waste collectors and commercial waste haulers providing residential, commercial, hazardous,recycling and disposal services."
Axial Biotherapeutics,https://www.crunchbase.com/organization/axial-biotherapeutics,"Biopharma, Medical, Pharmaceutical",Axial Biotherapeutics is a biopharmaceutical company harnessing the link between the human gut microbiome and Central Nervous System to develop a new class of therapeutics to improve the quality of life for people with CNS diseases and disorders
Aquestive Therapeutics,https://www.crunchbase.com/organization/monosolrx,Pharmaceutical,"Aquestive Therapeutics is a specialty pharmaceutical company that advances and commercializes medicines to solve critical healthcare problems and meaningfully improve people’s lives. Aquestive is committed to addressing immediate CNS challenges by furthering its strong pipeline of products. As the undisputed leader in developing and delivering drugs via its proprietary technologies, the Company also collaborates with pharmaceutical partners to bring new molecules to market in differentiated and highly-marketable dosage forms. "
Autodesk,https://www.crunchbase.com/organization/autodesk,"3D Technology, Architecture, Construction","Autodesk develops 3D design software for use in the architecture, engineering, construction, and media industries. It offers AutoCAD software, a computer-aided design application for professional design, drafting, detailing, and visualization; AutoCAD LT, a professional drafting and detailing software; Autodesk Building Design Suites to manage various phases of design and construction; Autodesk Revit products that provide model-based design and documentation systems; Autodesk Infrastructure Design Suites; AutoCAD Civil 3D products for surveying, designing, analysis, and documentation; AutoCAD Map 3D software, which offers direct access to data needed for infrastructure planning, design, and management; Autodesk Product Design Suites for digital prototyping; Autodesk Inventor that allows manufacturers to go beyond 3D design to digital prototyping; AutoCAD Mechanical software to accelerate the mechanical design process; and Autodesk Moldflow family of injection molding simulation software; Autodesk Maya and Autodesk 3ds Max software products for 3D modeling, animation, effects, rendering, and compositing solutions as well as Autodesk Flame, Autodesk Smoke, and Autodesk Lustre software applications that offer editing, finishing, and visual effects design and color grading solutions. Autodesk, Inc. was founded in 1982 and is headquartered in San Rafael, California."
Appario Retail,https://www.crunchbase.com/organization/appario-retail,"E-Commerce, Retail, Shopping",
Artivest,https://www.crunchbase.com/organization/artivest,"Financial Services, FinTech, Impact Investing, Wealth Management","Artivest is a new way to invest in private funds, including private equity, hedge funds and venture capital. They are upgrading the entire process for investors and fund managers alike. Their technical, financial, and operational expertise powers a seamless experience for individual investors and a scalable point of access for financial advisors and fund managers. Artivest delivers institutional grade manager selection, featuring only funds that meet the highest standards. With their online investing platform they eliminate pre-digital era inefficiencies, allowing for higher quality interactions and ultimately better relationships between investors and funds. They are shaping the future of private investing."
Avedro,https://www.crunchbase.com/organization/avedro,"Health Care, Medical Device, Pharmaceutical","Avedro is a privately held medical device and pharmaceutical company advancing the science and technology of corneal cross-linking. Avedro recently completed its US‐based, multi-centered, Phase III studies of corneal cross-linking for the treatment of progressive keratoconus and corneal ectasia following refractive surgery. Outside the United States, Avedro has commercialized both VibeX and its KXL System for performing Lasik Xtra and accelerated cross-linking. Additionally, Avedro is developing the science of Thermo‐biomechanics for therapeutic medical applications. The Keraflex® refractive correction procedure is the first technology developed from the Thermo‐biomechanics platform and is a non‐invasive, incision‐less ophthalmic procedure for flattening the cornea without the removal of tissue. Keraflex offers the unique ability to induce refractive change without weakening the cornea’s biomechanical integrity, as happens with Lasik and other refractive correction procedures. Keraflex is commercially available outside of the United States."
AimBrain,https://www.crunchbase.com/organization/aimbrain,"Biometrics, Cyber Security, FinTech, Fraud Detection","AimBrain uses anomaly detection, behavioural biometrics and three active biometric authentication modules to prevent fraudulent or abusive account creation, detect account takeover and provide the necessary step-up user authentication for liveliness detection to comply with KYC, AML, PSD2 and other regulatory requirements.  In May 2018 it launched AimBrain On Demand, a free-for-life dashboard for developers and innovators, including 1,000 free facial, voice or video/audio API calls a month, making stronger authentication free for everyone. It has a unique, 100% proprietary portfolio of passive and active modules, underpinned by patented processes and ensemble learning, which detect the fraud other solutions can't. Clients include Tier 1, digital and P2P banks, wealth managers, cloud service providers and tech/fintech organisations."
Adext AI,https://www.crunchbase.com/organization/adext,"Advertising Platforms, Artificial Intelligence, Machine Learning, Marketing, SaaS, Sales","Next generation Artificial Intelligence (AI) startup, applying experimental AI technology only found in theory and academia to solving autonomous resource allocation by generating performance 10x superior to its closest substitutes without human-in-the-loop assistance.  The unprecedented technology is currently being applied to an ad tech Software as a Service (SaaS) solution for Google & Facebook Ads automation.  Adext AI technology cannot be found in any AI framework within the market today. For more information, please visit: https://adext.ai"
Aimmune Therapeutics,https://www.crunchbase.com/organization/allergen-research-corporation,"Food and Beverage, Health Care, Pharmaceutical, Therapeutics","Aimmune Therapeutics, Inc. is a clinical-stage biopharmaceutical company developing a therapeutic approach, including the development of product candidates, for the treatment of peanut and other food allergies. The Company's therapeutic approach, which it refers to as Characterized Oral Desensitization Immunotherapy (CODIT), is a system designed to desensitize patients to food allergens using characterized biologic products, defined treatment protocols and support services. The Company's lead CODIT product candidate, AR101, is an investigational biologic for the treatment of patients with peanut allergy. The Company has initiated Peanut Allergy Oral Immunotherapy Study of AR101 for Desensitization in Children and Adults (PALISADE), its Phase III registration trial of AR101. The Company is in the process of evaluating additional delivery forms for AR101 for the maintenance phase."
AlphaFlow,https://www.crunchbase.com/organization/alphaflow,"Customer Service, Impact Investing, Service Industry","AlphaFlow is the first and fastest-growing automated real estate investment service. We work with the best residential real estate lenders around the country and underwrite their loans across 50+ factors. AlphaFlow invests in the best deals, splitting our clients’ portfolios across 75-100 loans in 15+ states to create AlphaFlow Optimized Portfolios. We took the best practices of investment management, like diversification, rebalancing, and institutional-quality data analytics, and automated them so that investors could receive these benefits without the high fees and high minimums of traditional real estate investing. It is ultimately a simpler, more intelligent way to invest in real estate."
Automata,https://www.crunchbase.com/organization/automata,"Industrial Automation, Information Technology, Manufacturing, Professional Services, Robotics","Automata is a deep-tech company that creates products that empower people to automate physical work. The company's product, Eva, is a lightweight and affordable robot arm built for professionals in a production line, in a lab, a home workshop or even in a classroom. People don't need to be technical experts to communicate with robots. The web-based software platform can be programmed by anyone, anywhere, any time, from any device, making it easy to reconfigure for a wide range of different tasks. Automata was founded on 2015 and is headquartered in London, England."
Avrobio,https://www.crunchbase.com/organization/avrobio,"Biotechnology, Genetics, Health Care","Avrobio is a clinical stage company developing step-change cell and gene therapies targeting cancer and rare disease. The catalyst for creating Avrobio is to accelerate scientific breakthroughs related to the convergence of cell and gene therapies. The patient’s own cells can be effectively modified to deliver novel genes to cure serious debilitating disease. Avrobio was founded by industry leaders with unmatched scientific, business, and manufacturing expertise in the field of cell and gene therapy."
Axcella,https://www.crunchbase.com/organization/axcella,"Biotechnology, Life Science, Pharmaceutical, Therapeutics","Axcella Health is pioneering revolutionary new medicines with a focus on amino acid homeostasis. The company has discovered more than 2,000 diseases with amino acid imbalances and developed a systems pharmacology approach to restore health at the cellular level. Axcella’s proprietary platform is clinically validated across several indication areas, with clinical-stage candidates in muscle, neurodegenerative and liver conditions. Axcella is led by a team with a strong track record of leaving a lasting impact on the therapeutic landscape through the development of novel products."
Arrakis Therapeutics,https://www.crunchbase.com/organization/arrakis-therapeutics,"Biopharma, Medical, Pharmaceutical","Arrakis Therapeutics is a biopharmaceutical company pioneering the discovery of a new class of medicines. Our goal is to interrogate and exploit the vast and largely unexplored transcriptome—the full collection of RNAs transcribed from DNA—to discover small-molecule medicines that target RNA at key disease intervention points. Arrakis is developing a product engine to produce a pipeline of RNA-targeted small-molecule medicines focused in neurology, oncology, and rare genetic disorders. Arrakis has designed two scientific platforms—TRYST™ and PEARL-seq™—to help unlock this unexplored biological space by enabling us to identify tractable RNA targets, design drug molecules, and select candidates for clinical development. A major current focus of our effort is mRNA, especially those that encode therapeutically compelling but “undruggable” proteins, and especially when an effective medicine requires oral bioavailability, blood-brain barrier transport, or frequent dosing. These attributes are difficult to achieve with current RNA-targeted therapies. Arrakis has brought together scientific leaders in RNA structure, chemistry, and biology to work alongside a highly experienced management team with a track record of building transformative biopharmaceutical companies and developing novel therapeutics. The company is located in Waltham, MA and backed by investors with unsurpassed experience in building pioneering biopharmaceutical companies."
Avochato,https://www.crunchbase.com/organization/avochato,"Internet, Messaging, SMS, Software","Avochato is a mobile messaging platform for customer relationship management. At Avochato, we believe customers are in the driver's seat. Customers want the flexibility to communicate with businesses immediately and when they do, their experiences need to be personalized, instant, and always on. Facing these customer demands, sales, support, and customer success teams must rise to the occasion.  Fortunately, Avochato makes it easy for all business teams to connect with customers and deliver a seamless and efficient messaging experience every step of the way, from lead capture and nurturing to post-sale support. In less than a year, our team of five employees reached seven-figure revenue by using Avochato's very own platform to acquire hundreds of new customers. We pride ourselves on sharing the insights we've learned with our customers to help them succeed."
AdmitHub,https://www.crunchbase.com/organization/admithub,"Education, Information Services, Virtual Assistant","AdmitHub uses artificial intelligence and machine learning to facilitate the path to and through college.  Specifically, they've developed Oli™, a chatbot that combines AI with human experts to provide free college guidance to all students.  For their college partners, AdmitHub eliminates repetitive tasks, helps colleges meaningfully engage students at scale, and provides deep insights into their pipeline of prospects."
Azuri Technologies,https://www.crunchbase.com/organization/azuri-technologies,"Energy, Renewable Energy, Solar","Azuri Technologies is a commercial provider of PayGo solar systems to rural off-grid communities. With the widest reach of any provider in sub Saharan Africa, the company is addressing the problem of energy access which affects the 1.3 billion people around the world who lack access to the grid. Azuri has used mobile technology to turn a development challenge into a business challenge through its Azuri solar home systems, which allow users to pay for solar power on a pay-as-you-go basis, just like they do for their phones and kerosene. This provides clean, safe renewable power to families at about half the cost of the kerosene it replaces, without the need for any government subsidies or tariffs. Azuri’s HQ is in Cambridge, United Kingdom, with staff based in Kenya, Uganda, Ghana, Ethiopia and Tanzania and presence in 11 countries across sub Saharan Africa."
Azuqua,https://www.crunchbase.com/organization/azuqua,"Cloud Computing, Cloud Management, Data Integration, Enterprise Software, Marketing Automation, SaaS, Software","Azuqua helps the world’s leading companies integrate their SaaS applications and automate time-consuming, repetitive work so they can deliver better employee and customer experiences and redefine productivity across the organization. Azuqua's platform is intuitive, powerful, and resilient. The visual drag and drop interface without the need for code makes this platform usable for business and IT. Azuqua solves even the toughest problems with hundreds of comprehensive connectors and a rich library of business logic and data processing functions. Azuqua is resilient and will give the user ease-of-mind. You can trust your automations will run on-time, every time and that your data will be secured."
Aclaris Therapeutics,https://www.crunchbase.com/organization/aclaris-therapeutics,"Biotechnology, Pharmaceutical, Therapeutics","Aclaris Therapeutics started by the founders of Vicept Therapeutics, is a privately held specialty pharmaceutical dermatology company focused on the development of novel dermatologic therapies."
Abundant Robotics,https://www.crunchbase.com/organization/abundant-robotics,"Agriculture, AgTech, Food and Beverage, Robotics","Abundant Robotics  mission: Deliver robotic systems for the hardest jobs in agriculture. As robotics researchers, we’ve broken new ground in a variety of domains. For the past two years we’ve focused on hard problems in agriculture and are spinning-out of SRI International to build products based on their successful research.  They are global experts in their field, love solving important problems, like working together, and are passionate about building great products and working with like-minded folks. Customers are grappling with urgent problems and are incredibly enthusiastic about the solution we’ve demonstrated."
Amplience,https://www.crunchbase.com/organization/amplience,"Brand Marketing, E-Commerce, Internet","Founded in 2008, the mission has been consistent - enable clients to deliver the inspiring, unique, confidence-building experiences and stories they need to inspire and convert customers. Amplience dramatically simplifies how clients plan, create, manage, and deliver content. With a modern API-first approach, the Amplience solution can unleash the creativity and productivity of content and technology teams. Amplience serves more than 200 of the world’s leading businesses including Crate and Barrel, Heritage Parts, Boohoo, Mulberry, BMC, and TUMI."
Allakos,https://www.crunchbase.com/organization/allakos,"Biotechnology, Health Care, Therapeutics","Allakos Inc. develops antibody-based therapeutics to treat diseases in which dysregulation of the T-helper type 2 immune response plays a key role in pathology, including allergic disease, inflammation, and diseases characterized by excess production of inflammatory cells. Its antibodies target cell types implicated in allergic and inflammatory responses. "
AmeriLife,https://www.crunchbase.com/organization/amerilife,"Health Care, Health Insurance, Insurance, Life Insurance, Marketing","The AmeriLife Group of companies includes more than 45 individual marketing organizations and agencies, working with over 100,000 independent insurance agents from California to the Carolinas. The company's remarkable growth is the result of vision and innovation, resulting in record expansion, production, sales and profits in recent years."
Apollo Agriculture,https://www.crunchbase.com/organization/apollo-agriculture,"Agriculture, Farmers Market, Financial Services, Machine Learning","Apollo helps farmers in emerging markets maximize their profits. We use agronomic machine learning, remote sensing, and mobile phones to deliver a customized package of credit, high-quality farm inputs, and advice that can double farm yields, starting in Kenya. Apollo assesses farmer credit risk and customizes each package to a farmer's specific location using satellite data, soil data, farmer behavior data and crop yield models. Our team team brings together tech and operations experience from The Climate Corporation (acquired for ~$1B), Uber, and One Acre Fund."
Absaroka Energy,https://www.crunchbase.com/organization/absaroka-energy,Renewable Energy,Absaroka Energy is committed to providing clean renewable energy by creating innovative solutions that enhance our electrical infrastructure. They are driven by their commitment to their communities and providing cleaner energy for future generations.
Augur,https://www.crunchbase.com/organization/augur-2,"Bitcoin, Internet, Market Research, Prediction Markets, Predictive Analytics","Augur is an open-source, decentralized prediction market platform. To gain large audience, Augur is built on Ethereum, a decentralized blockchain network similar to the Bitcoin network. Utilizing this technology, markets can effectively eliminate counterparty risk and centralized servers while creating a global market by employing cryptocurrencies such as bitcoin. Augur predicts the next election, short a cryptocurrency, or hedge against disaster."
Apto,https://www.crunchbase.com/organization/apto,"Cloud Computing, Commercial Real Estate, CRM","Apto is the leading CRM and deal management software for commercial real estate brokers, with more paid users than any other provider. Apto was built by and for brokers to help them manage contacts, properties, listings, and deals—anywhere, from any device. Apto’s customers include thousands of independent brokers around the world, as well as multinational brokerages like CBRE, JLL, NKF, and Cushman & Wakefield. Headquartered in Denver, Apto is one of the fastest-growing private companies in the U.S., as ranked by Inc. magazine."
AssetMark,https://www.crunchbase.com/organization/assetmark,"Advice, Consulting, Financial Services","AssetMark, formerly Genworth Wealth Management, is a leading strategic provider of innovative investment and consulting solutions serving independent financial advisors. They provide investment, relationship and practice management solutions that advisors use in helping clients achieve wealth, independence and purpose.  They serve those advisors who make a difference in the lives of their clients. Often, that's about financial independence. They craft their offering around each advisor's vision so that you can manage clients' wealth with thoughtful purpose.  The firm has approximately $22 billion in assets on its platform and a history of innovation spanning over 20 years."
Airspan Networks,https://www.crunchbase.com/organization/airspan-networks,"Mobile, Telecommunications, Web Hosting, Wireless","Airspan Networks is a global provider of 4G broadband wireless systems and solutions that deliver high-speed data, voice and multimedia services. Airspan’s products serve operators and vertical markets such as smart utilities, transportation and public safety around the world in both licensed and unlicensed frequency bands covering from 700MHz up to 6GHz. Its products have been deployed in over 100 countries by 500 operators, 100 of which use Airspan’s 4G products. Airspan has a unique combination of in-house skills addressing the LTE, WiMAX, Wi-Fi and VoIP technologies and develops industry-leading products by combining these technologies in innovative ways in order to deliver new and advanced solutions. Airspan offers a comprehensive range of products to meet the connectivity requirements of a wide variety of applications. With a pioneering suite of 4G radio access network (RAN) products, Airspan delivers first-ever solutions to bridge connectivity gaps, provide improved end-user personal broadband experiences, and connect a myriad of vertical market organizations to reliable, robust 4G broadband."
Ascendify,https://www.crunchbase.com/organization/ascendify,"Enterprise Software, Human Resources, Recruiting, SaaS, Social Recruiting","Ascendify’s Intelligent People Management™ platform reinvents how companies attract, develop and inspire their talent. Built for global organizations, Ascendify integrates machine learning and predictive analytics into recruiting and talent development with one seamless platform. Headquartered in San Francisco, Ascendify's customers include GE, Cisco, Panasonic, Disney, Deloitte, and Marriott."
Art.com,https://www.crunchbase.com/organization/art-com,"Art, E-Commerce, Retail","Art.com is an eCommerce site which deals fine art, prints and decorations.  It has three sister sites: allposters.com, poster.de and artist rising. Artist Rising provides artists and photographers a platform on which to sell their work. It distributes through numerous channels including art.com itself."
Aidence,https://www.crunchbase.com/organization/aidence,"Artificial Intelligence, Health Care, Health Diagnostics, Information Technology, Medical, Medical Device","Aidence provides radiologists with a software platform that automatically detects and classifies various disorders on multiple imaging modalities. We are using Deep Learning, a revolutionary form of Artificial Intelligence, to teach computers to read medical images and automatically provide structured reports."
Aasaanjobs,https://www.crunchbase.com/organization/aasaanjobs-com,"Consulting, Recruiting, Staffing Agency","Aasaanjobs is a recruitment company for entry level jobs in India. It aims to create a digital identity for millions who play such a crucial role in the ever expanding service industry of the country. It envisages to provide a better connected platform for the unorganized job sector in the country which are largely two: freelancing and blue-collared (drivers, maids, cooks, tutors, back-office staff, etc). Aasaanjob's vision is to counter the huge mismatch between employee skillset and industry expectation helping people get better prepared for the industry while solving hiring problems of start-ups and SMEs."
Armis,https://www.crunchbase.com/organization/armis,"Information Services, Information Technology, Retail","ARMIS has developed an innovative approach that consists in digitalizing local communication.It allows retailers to leverage digital media in order to better communicate about their offerings at the local level, as well as understand how consumers behave around them, and therefore grow in-store traffic."
"Ambri, Inc.",https://www.crunchbase.com/organization/ambri,"Biotechnology, Energy, Energy Storage, Manufacturing, Oil and Gas, Renewable Energy, Solar","Ambri, Inc. (formerly Liquid Metal Battery Corporation (LMBC)) is an early-stage company working to develop and commercialize a new battery technology that will revolutionize grid-scale power storage. Their battery has the potential to cost significantly less than existing batteries.  By decoupling power supply and power demand, the liquid metal battery  will be a major enabler of the widespread use of sustainable energy sources and the development of more efficient power systems."
Agora,https://www.crunchbase.com/organization/agora-systems,"Artificial Intelligence, Construction, Logistics, SaaS, Supply Chain Management",
Activate,https://www.crunchbase.com/organization/bloglovin,"Beauty, E-Commerce, Fashion, Lifestyle","Activate, formerly known as Bloglovin', is a better way to read, organize and discover your favorite blogs on mobile and desktop. Currently reaching over 20 million monthly unique visitors globally, Bloglovin' is backed by Northzone, Betaworks, Lerer Ventures, RRE Ventures, Kinnevik and many other great investors."
ArchiveSocial,https://www.crunchbase.com/organization/archivesocial,"Enterprise Software, GovTech, Social Media","ArchiveSocial is a social media archiving solution for business compliance and legal protection. ArchiveSocial automates record keeping from networks including Facebook, Twitter, and LinkedIn. It is designed to address record keeping challenges for businesses in industries such as financial services, insurance, healthcare, government, and education. ArchiveSocial enables any organization to sign up online and start archiving social media in a matter of minutes."
Automox,https://www.crunchbase.com/organization/automox,"Cloud Security, Cyber Security, Internet, Network Security, Security, Software","Automox’s cloud-based, automated patch management solution simplifies patching and configuration management across Windows, Linux, Mac OS X and third-party software. Based in Boulder, Colo., privately held Automox provides IT managers and system administrators with a patching system of record to track, control and manage their patch management process, providing greater security, improved productivity and significant time savings. Automox protects tens of thousands of customer endpoints for organizations including Greyhound Lines, Hootsuite, NASA, Quicken,Yale University, Xerox, Dollar Shave Club and more."
Airtel,https://www.crunchbase.com/organization/bharti-airtel-ltd,"Mobile, Public Relations, Telecommunications","Bharti Airtel Limited, commonly known as Airtel, is an Indian multinational telecommunications services company headquartered in New Delhi, India. It operates in 20 countries across South Asia, Africa, and the Channel Islands. Airtel has a GSM network in all countries in which it operates, providing 2G, 3G and 4G services depending upon the country of operation.  Airtel is the largest provider of mobile telephony and second largest provider of fixed telephony in India, and is also a provider of broadband and subscription television services. It offers its telecom services under the ""airtel"" brand, and is headed by Sunil Bharti Mittal. Bharti Airtel is the first Indian telecom service provider to achieve Cisco Gold certification. It also acts as a carrier for national and international long distance communication services. The company has a submarine cable landing station at Chennai, which connects the submarine cable connecting Chennai and Singapore."
Ad2pro Media Solutions Pvt. Ltd. (2adpro),https://www.crunchbase.com/organization/2adpro-media-solutions,"Ad Targeting, Advertising, Advertising Platforms, Analytics, Digital Marketing, Digital Media, Marketing Automation, Mobile Advertising, Social Media Marketing","2Adpro is a leading provider of advertising design and production services to global media companies. They specialize in the design and creation of online and print advertising for organizations that need advertising built with high quality, fast turnaround and high volume. 2AdPro was founded in 2006 by a group of seasoned executives from the media industry. The primary goal of the company is to combine the breadth and depth of creative talent in India and innovative technology with strong domain experience of the management team to offer high quality,  cost advantaged services to our clients. It is the technology and people of 2AdPro that differentiates them from the competition.  JobDirect (tm) is their proprietary content management platform that provides data transmission, job management, communications and detailed reporting to media partners.  JobDirect gives users unique access and control of the ad-creation resources at their disposal. Through a combination of innovative technology, adaptive processes and a utility based pricing model, 2AdPro has pioneered an On-Demand Global Sourcing model that provides customers with the flexibility and adaptability that they need. The rapid adoption of this model by companies worldwide is a testimony to the value created by the new business model. Services include web and print ad design and production services, metadata generation and conversion of print ads to web/mobile.  Web ads range from static banners to rich media ads with interactive features.   Through a link from Google's Print Ads program and a retail web portal, 2AdPro also serves directly serves the business-to-business market creating online and print ads for individuals and businesses."
AVORA,https://www.crunchbase.com/organization/avora,"Analytics, Business Intelligence, Cloud Data Services, Machine Learning, SaaS","AVORA is a data intelligence solution platform that focuses on commercial and reduces the cost of data storage, hosting and reporting. It also consolidates data from hundreds of sources within an organization, allowing access to users to analyze and act on the information that’s important to them. Utilizing machine learning, AVORA automatically detects anomalies and trends, alerting users to key changes in business metrics. The company's vision is to simply create an easy to use but automatic insights platform utilizing machine learning with Smart Alerting.  The company is committed to providing automatic insight through anomaly detection and deep learning while providing for an open and collaborative platform. AVORA was founded in 2014 and is headquartered in England, United Kingdom."
Any.do,https://www.crunchbase.com/organization/any-do,"Android, Artificial Intelligence, iOS, Machine Learning, Mobile, Productivity Tools, Task Management, Virtual Assistant","More than 20 million people worldwide rely on Any.do to stay organized and get more done. Any.do is an all-in-one productivity solution, combining calendar, tasks, lists, reminders and a an assistant that tackles your to-do's for you. All with real-time sync across devices."
Arcus Biosciences,https://www.crunchbase.com/organization/arcus-biosciences,"Biotechnology, Health Care, Medical","Arcus Biosciences is biotech company founded on a vision of creating new cancer therapeutics through the utilization of emerging insights in immunology. Arcus was formed in 2015 by a group of seasoned researchers from the biotechnology and pharmaceutical industries and is located in the San Francisco bay area, in the heart of the world’s largest biotechnology research hub."
Alkemics,https://www.crunchbase.com/organization/alkemics,"Internet, Retail, Retail Technology","Alkemics helps retailers and CPG manufacturers collect, enrich, and share content across the retail ecosystem. Alkemics platform, a cloud-based, maintenance-free platform pre-configured for grocery retail, automates management of digital product content (i.e., packaging, ingredients, visuals, promotions, rich media), normalizes this data to ensure optimal quality, and streamlines content delivery to trading partners and third party service providers."
Afero,https://www.crunchbase.com/organization/afero,"Hardware, Internet, Mobile","Created by mobile and hardware veterans from Google, Apple, Nest, Amazon, Twitter, and Netflix, Afero is a comprehensive and secure platform for cloud-connected devices in any industry. The Afero turnkey architecture incorporates a secure Bluetooth® Smart module, scalable cloud services, and a range of development tools that enable companies and developers to quickly prototype and build connected devices, then gather meaningful analytics. Afero connects your smart devices and enables them to work together. Afero empowers entrepreneurs and companies to improve the way people communicate with each other and everything around them."
Astro Digital,https://www.crunchbase.com/organization/astro-digital,"Aerospace, Computer Vision, Geospatial, Image Recognition, Internet of Things, Satellite Communication","Astro Digital US Inc is a new name of Aquila Space after its merger with Astro Digital Inc. Company is located in the heart of Silicon Valley at NASA AMES Research Park, Moffett Field. The mission of Astro Digital is to enable daily delivery of high resolution multi-spectral images of all arable and populated land on our planet. Taking a truly commercial approach, the team at Astro Digital and partner companies have identified remote sensing markets that cannot be satisfied with traditional remote sensing satellite deigns and costs. Astro Digital is now designing satellite platforms to satisfy these markets while working closely with image processing and data distribution partners to achieve a clean seamless flow of data from sensor to customer."
Allocadia,https://www.crunchbase.com/organization/allocadia,"Cloud Computing, Enterprise Software, Marketing, SaaS","Allocadia empowers marketers to run marketing more effectively by providing them with greater control over their marketing investments and the insights they need to drive revenue. The recognized leader in Marketing Performance Management (MPM), Allocadia serves more than 150 customers and thousands of users worldwide, and manages billions of marketing dollars for companies like Microsoft, Juniper Networks, VMware, Red Hat and Charles Schwab."
Assembled Brands,https://www.crunchbase.com/organization/assembled-brands,"Business Development, Corporate Training, Education, Financial Services, Training","Assembled Brands is a holding company with $200M under management, providing expertise and business development to companies. Its headquarters is in New York City."
Avegant,https://www.crunchbase.com/organization/avegant,"Augmented Reality, Consumer Electronics, Virtual Reality","Avegant is a technology company developing next-generation display technology to enable previously impossible augmented reality experiences. The company uses its deep scientific understanding of human sight and head-mounted display ergonomics together with its consumer electronics manufacturing experience to develop displays that enable realistic AR experiences for consumers. Avegant's Light Field Technology enables a compelling, up-close, hands-on AR experience, and its Consumer AR Display Technology makes these experiences possible in a consumer wearable AR device."
Ambition,https://www.crunchbase.com/organization/ambition-inc,"Enterprise Software, Gamification, SaaS, Sales","Ambition is an agile sales management platform that allows sales leaders to coach more, manage less, and elevate performance as a team. See how Ambition helps sales organizations build transparent, goal-oriented, and inspired sales teams and call centers. Visit ambition.com."
Amplion,https://www.crunchbase.com/organization/amplion-research,"Biotechnology, Computer, Software","Amplion is an intelligence platform using machine learning and biomedical domain expertise to accelerate Precision Medicine. By harnessing the world’s largest and fastest growing corpus of biomedical evidence, the company’s solutions deliver timely, targeted, and actionable insights to enable confident strategic decisions in drug and diagnostic development. Amplion has established trusted partnerships with leaders in precision medicine that leverage the platform to discover new opportunities and realize strategic objectives."
Antidote.me,https://www.crunchbase.com/organization/antidote-me,"Health Care, Health Diagnostics, Medical","Antidote is a digital health company focused on accelerating and improving medical research. By combining proprietary technologies, data, and well-established business models, the company is transforming the way patients and researchers connect, so that breakthroughs happen faster. Antidote was launched as TrialReach in 2010 and rebranded to Antidote in 2016. The company is based in the US and the UK."
